time,height,wind_speed,wind_direction,temperature,virtual_temperature,tke,sst,surface_heat_flux,invMOL,ustar,time,height,u,v,is_stable,stable_duration
2020-01-10 08:35:00+00:00,10,7.94,196.28,280.84,280.84,0.306,280.91998,-0.09260845,-0.0018311106,0.2752,2020-01-10 08:35:00+00:00,10,-2.2258325,-7.6216316,0,0
2020-01-10 08:35:00+00:00,20,8.28,196.21,280.75,280.75,0.3,280.91998,-0.09260845,-0.0018311106,0.2752,2020-01-10 08:35:00+00:00,20,-2.3114355,-7.9508276,0,0
2020-01-10 08:35:00+00:00,40,8.67,196.12,280.56,280.56,0.285,280.91998,-0.09260845,-0.0018311106,0.2752,2020-01-10 08:35:00+00:00,40,-2.407224,-8.329116,0,0
2020-01-10 08:35:00+00:00,60,8.89,196.03,280.36,280.36,0.276,280.91998,-0.09260845,-0.0018311106,0.2752,2020-01-10 08:35:00+00:00,60,-2.4548895,-8.5443325,0,0
2020-01-10 08:35:00+00:00,80,9.05,195.94,280.16998,280.16998,0.269,280.91998,-0.09260845,-0.0018311106,0.2752,2020-01-10 08:35:00+00:00,80,-2.4854069,-8.702026,0,0
2020-01-10 08:35:00+00:00,100,9.19,195.85,279.97998,279.97998,0.264,280.91998,-0.09260845,-0.0018311106,0.2752,2020-01-10 08:35:00+00:00,100,-2.509972,-8.840595,0,0
2020-01-10 08:35:00+00:00,120,9.31,195.76,279.79,279.79,0.26,280.91998,-0.09260845,-0.0018311106,0.2752,2020-01-10 08:35:00+00:00,120,-2.5286741,-8.960018,0,0
2020-01-10 08:35:00+00:00,140,9.42,195.66,279.59,279.59,0.256,280.91998,-0.09260845,-0.0018311106,0.2752,2020-01-10 08:35:00+00:00,140,-2.5427248,-9.0703335,0,0
2020-01-10 08:35:00+00:00,160,9.54,195.56,279.4,279.4,0.254,280.91998,-0.09260845,-0.0018311106,0.2752,2020-01-10 08:35:00+00:00,160,-2.559079,-9.19036,0,0
2020-01-10 08:35:00+00:00,180,9.65,195.45,279.21,279.21,0.253,280.91998,-0.09260845,-0.0018311106,0.2752,2020-01-10 08:35:00+00:00,180,-2.5707347,-9.301281,0,0
2020-01-10 08:35:00+00:00,200,9.76,195.35,279.02,279.02,0.252,280.91998,-0.09260845,-0.0018311106,0.2752,2020-01-10 08:35:00+00:00,200,-2.583617,-9.411829,0,0
2020-01-10 08:35:00+00:00,220,9.87,195.27,278.83,278.83,0.251,280.91998,-0.09260845,-0.0018311106,0.2752,2020-01-10 08:35:00+00:00,220,-2.5994415,-9.521544,0,0
2020-01-10 08:35:00+00:00,240,9.98,195.18,278.63998,278.63998,0.251,280.91998,-0.09260845,-0.0018311106,0.2752,2020-01-10 08:35:00+00:00,240,-2.6132846,-9.631777,0,0
2020-01-10 08:35:00+00:00,260,10.08,195.12,278.44998,278.44998,0.251,280.91998,-0.09260845,-0.0018311106,0.2752,2020-01-10 08:35:00+00:00,260,-2.6292815,-9.731048,0,0
2020-01-10 08:35:00+00:00,280,10.18,195.06,278.25998,278.25998,0.251,280.91998,-0.09260845,-0.0018311106,0.2752,2020-01-10 08:35:00+00:00,280,-2.6450734,-9.83036,0,0
2020-01-10 08:35:00+00:00,300,10.28,195.05,278.08,278.08,0.253,280.91998,-0.09260845,-0.0018311106,0.2752,2020-01-10 08:35:00+00:00,300,-2.6693237,-9.927392,0,0
2020-01-10 08:35:00+00:00,400,11.13,195.32,277.25998,277.25998,0.284,280.91998,-0.09260845,-0.0018311106,0.2752,2020-01-10 08:35:00+00:00,400,-2.9406562,-10.734498,0,0
2020-01-10 08:35:00+00:00,500,12.37,196.94,276.69,276.69,0.316,280.91998,-0.09260845,-0.0018311106,0.2752,2020-01-10 08:35:00+00:00,500,-3.6042469,-11.833271,0,0
2020-01-10 08:40:00+00:00,10,7.93,195.96,280.88998,280.88998,0.304,280.91998,-0.68572044,-0.0015259255,0.2742,2020-01-10 08:40:00+00:00,10,-2.1804817,-7.6243296,0,0
2020-01-10 08:40:00+00:00,20,8.29,195.97,280.79,280.79,0.298,280.91998,-0.68572044,-0.0015259255,0.2742,2020-01-10 08:40:00+00:00,20,-2.2808607,-7.9700546,0,0
2020-01-10 08:40:00+00:00,40,8.7,195.95,280.6,280.6,0.281,280.91998,-0.68572044,-0.0015259255,0.2742,2020-01-10 08:40:00+00:00,40,-2.3907459,-8.365067,0,0
2020-01-10 08:40:00+00:00,60,8.93,195.92,280.41,280.41,0.27,280.91998,-0.68572044,-0.0015259255,0.2742,2020-01-10 08:40:00+00:00,60,-2.4494538,-8.587496,0,0
2020-01-10 08:40:00+00:00,80,9.1,195.89,280.22,280.22,0.262,280.91998,-0.68572044,-0.0015259255,0.2742,2020-01-10 08:40:00+00:00,80,-2.4915018,-8.752281,0,0
2020-01-10 08:40:00+00:00,100,9.24,195.86,280.03,280.03,0.256,280.91998,-0.68572044,-0.0015259255,0.2742,2020-01-10 08:40:00+00:00,100,-2.5251791,-8.888254,0,0
2020-01-10 08:40:00+00:00,120,9.36,195.84,279.84,279.84,0.251,280.91998,-0.68572044,-0.0015259255,0.2742,2020-01-10 08:40:00+00:00,120,-2.554829,-9.00458,0,0
2020-01-10 08:40:00+00:00,140,9.48,195.81,279.65,279.65,0.247,280.91998,-0.68572044,-0.0015259255,0.2742,2020-01-10 08:40:00+00:00,140,-2.5828078,-9.121376,0,0
2020-01-10 08:40:00+00:00,160,9.6,195.78,279.46,279.46,0.245,280.91998,-0.68572044,-0.0015259255,0.2742,2020-01-10 08:40:00+00:00,160,-2.6106653,-9.238205,0,0
2020-01-10 08:40:00+00:00,180,9.7,195.76,279.25998,279.25998,0.244,280.91998,-0.68572044,-0.0015259255,0.2742,2020-01-10 08:40:00+00:00,180,-2.6346014,-9.335357,0,0
2020-01-10 08:40:00+00:00,200,9.81,195.74,279.07,279.07,0.244,280.91998,-0.68572044,-0.0015259255,0.2742,2020-01-10 08:40:00+00:00,200,-2.6611829,-9.442151,0,0
2020-01-10 08:40:00+00:00,220,9.92,195.73,278.88,278.88,0.245,280.91998,-0.68572044,-0.0015259255,0.2742,2020-01-10 08:40:00+00:00,220,-2.6893563,-9.548495,0,0
2020-01-10 08:40:00+00:00,240,10.03,195.72,278.69,278.69,0.246,280.91998,-0.68572044,-0.0015259255,0.2742,2020-01-10 08:40:00+00:00,240,-2.7174926,-9.65485,0,0
2020-01-10 08:40:00+00:00,260,10.14,195.73,278.50998,278.50998,0.25,280.91998,-0.68572044,-0.0015259255,0.2742,2020-01-10 08:40:00+00:00,260,-2.7489994,-9.760257,0,0
2020-01-10 08:40:00+00:00,280,10.26,195.74,278.32,278.32,0.253,280.91998,-0.68572044,-0.0015259255,0.2742,2020-01-10 08:40:00+00:00,280,-2.7832553,-9.875277,0,0
2020-01-10 08:40:00+00:00,300,10.38,195.78,278.13998,278.13998,0.26,280.91998,-0.68572044,-0.0015259255,0.2742,2020-01-10 08:40:00+00:00,300,-2.8227818,-9.988809,0,0
2020-01-10 08:40:00+00:00,400,11.47,196.31,277.33,277.33,0.309,280.91998,-0.68572044,-0.0015259255,0.2742,2020-01-10 08:40:00+00:00,400,-3.2211668,-11.008405,0,0
2020-01-10 08:40:00+00:00,500,12.44,197.26,276.75998,276.75998,0.319,280.91998,-0.68572044,-0.0015259255,0.2742,2020-01-10 08:40:00+00:00,500,-3.6910484,-11.879805,0,0
2020-01-10 08:45:00+00:00,10,7.93,196.07,280.93,280.93,0.303,280.91998,-1.1704307,-0.0012207404,0.2739,2020-01-10 08:45:00+00:00,10,-2.1951165,-7.6201286,0,0
2020-01-10 08:45:00+00:00,20,8.32,196.17,280.84,280.84,0.298,280.91998,-1.1704307,-0.0012207404,0.2739,2020-01-10 08:45:00+00:00,20,-2.317022,-7.9908576,0,0
2020-01-10 08:45:00+00:00,40,8.74,196.23,280.66,280.66,0.28,280.91998,-1.1704307,-0.0012207404,0.2739,2020-01-10 08:45:00+00:00,40,-2.4427757,-8.391689,0,0
2020-01-10 08:45:00+00:00,60,9.0,196.27,280.46,280.46,0.268,280.91998,-1.1704307,-0.0012207404,0.2739,2020-01-10 08:45:00+00:00,60,-2.5214782,-8.639568,0,0
2020-01-10 08:45:00+00:00,80,9.18,196.3,280.27,280.27,0.259,280.91998,-1.1704307,-0.0012207404,0.2739,2020-01-10 08:45:00+00:00,80,-2.5765214,-8.811012,0,0
2020-01-10 08:45:00+00:00,100,9.34,196.32,280.08,280.08,0.253,280.91998,-1.1704307,-0.0012207404,0.2739,2020-01-10 08:45:00+00:00,100,-2.624557,-8.963666,0,0
2020-01-10 08:45:00+00:00,120,9.48,196.34,279.88998,279.88998,0.248,280.91998,-1.1704307,-0.0012207404,0.2739,2020-01-10 08:45:00+00:00,120,-2.6670704,-9.097095,0,0
2020-01-10 08:45:00+00:00,140,9.62,196.35,279.69998,279.69998,0.246,280.91998,-1.1704307,-0.0012207404,0.2739,2020-01-10 08:45:00+00:00,140,-2.7080708,-9.230967,0,0
2020-01-10 08:45:00+00:00,160,9.75,196.36,279.50998,279.50998,0.246,280.91998,-1.1704307,-0.0012207404,0.2739,2020-01-10 08:45:00+00:00,160,-2.746299,-9.355231,0,0
