time,height,wind_speed,wind_direction,temperature,virtual_temperature,tke,sst,surface_heat_flux,invMOL,ustar,time_,time,height,u,v,is_neutral,neutral_duration
2012-01-01 19:20:00+00:00,10,8.42,189.92,283.18,283.18,0.335,283.18,-1.0272217,-0.0009155553,0.2938,1325445600000000000,2012-01-01 19:20:00+00:00,10,-1.4505376,-8.294115,1,900
2012-01-01 19:20:00+00:00,20,8.97,190.04,283.09,283.09,0.324,283.18,-1.0272217,-0.0009155553,0.2938,1325445600000000000,2012-01-01 19:20:00+00:00,20,-1.5637889,-8.832637,1,900
2012-01-01 19:20:00+00:00,40,9.44,190.16,282.9,282.9,0.291,283.18,-1.0272217,-0.0009155553,0.2938,1325445600000000000,2012-01-01 19:20:00+00:00,40,-1.6651945,-9.29197,1,900
2012-01-01 19:20:00+00:00,60,9.8,190.3,282.72,282.72,0.265,283.18,-1.0272217,-0.0009155553,0.2938,1325445600000000000,2012-01-01 19:20:00+00:00,60,-1.7522615,-9.642074,1,900
2012-01-01 19:20:00+00:00,80,10.08,190.44,282.53,282.53,0.248,283.18,-1.0272217,-0.0009155553,0.2938,1325445600000000000,2012-01-01 19:20:00+00:00,80,-1.8265547,-9.913127,1,900
2012-01-01 19:20:00+00:00,100,10.31,190.6,282.35,282.35,0.234,283.18,-1.0272217,-0.0009155553,0.2938,1325445600000000000,2012-01-01 19:20:00+00:00,100,-1.8965398,-10.134064,1,900
2012-01-01 19:20:00+00:00,120,10.5,190.76,282.16,282.16,0.224,283.18,-1.0272217,-0.0009155553,0.2938,1325445600000000000,2012-01-01 19:20:00+00:00,120,-1.9603025,-10.315387,1,900
2012-01-01 19:20:00+00:00,140,10.68,190.93,281.97998,281.97998,0.216,283.18,-1.0272217,-0.0009155553,0.2938,1325445600000000000,2012-01-01 19:20:00+00:00,140,-2.025028,-10.486261,1,900
2012-01-01 19:20:00+00:00,160,10.84,191.12,281.81,281.81,0.21,283.18,-1.0272217,-0.0009155553,0.2938,1325445600000000000,2012-01-01 19:20:00+00:00,160,-2.0906494,-10.636484,1,900
2012-01-01 19:20:00+00:00,180,10.97,191.3,281.63998,281.63998,0.208,283.18,-1.0272217,-0.0009155553,0.2938,1325445600000000000,2012-01-01 19:20:00+00:00,180,-2.1495306,-10.757343,1,900
2012-01-01 19:20:00+00:00,200,11.08,191.48,281.47,281.47,0.208,283.18,-1.0272217,-0.0009155553,0.2938,1325445600000000000,2012-01-01 19:20:00+00:00,200,-2.2052057,-10.858336,1,900
2012-01-01 19:20:00+00:00,220,11.34,192.02,281.32,281.32,0.208,283.18,-1.0272217,-0.0009155553,0.2938,1325445600000000000,2012-01-01 19:20:00+00:00,220,-2.361591,-11.091371,1,900
2012-01-01 19:20:00+00:00,240,11.61,192.59,281.18,281.18,0.208,283.18,-1.0272217,-0.0009155553,0.2938,1325445600000000000,2012-01-01 19:20:00+00:00,240,-2.530665,-11.330835,1,900
2012-01-01 19:20:00+00:00,260,11.86,193.27,281.05,281.05,0.201,283.18,-1.0272217,-0.0009155553,0.2938,1325445600000000000,2012-01-01 19:20:00+00:00,260,-2.7223454,-11.543328,1,900
2012-01-01 19:20:00+00:00,280,12.11,193.93,280.93,280.93,0.193,283.18,-1.0272217,-0.0009155553,0.2938,1325445600000000000,2012-01-01 19:20:00+00:00,280,-2.9153132,-11.753853,1,900
2012-01-01 19:20:00+00:00,300,12.31,194.55,280.82,280.82,0.186,283.18,-1.0272217,-0.0009155553,0.2938,1325445600000000000,2012-01-01 19:20:00+00:00,300,-3.0925777,-11.915203,1,900
2012-01-01 19:20:00+00:00,400,13.26,198.8,280.49,280.49,0.141,283.18,-1.0272217,-0.0009155553,0.2938,1325445600000000000,2012-01-01 19:20:00+00:00,400,-4.2732444,-12.552569,1,900
2012-01-01 19:20:00+00:00,500,14.03,204.97,280.41,280.41,0.071,283.18,-1.0272217,-0.0009155553,0.2938,1325445600000000000,2012-01-01 19:20:00+00:00,500,-5.922676,-12.718601,1,900
2012-01-01 19:25:00+00:00,10,8.38,189.93,283.22998,283.22998,0.324,283.18,-1.6451607,-0.0006103702,0.2921,1325445900000000000,2012-01-01 19:25:00+00:00,10,-1.4450872,-8.254461,1,0
2012-01-01 19:25:00+00:00,20,8.97,190.05,283.13998,283.13998,0.307,283.18,-1.6451607,-0.0006103702,0.2921,1325445900000000000,2012-01-01 19:25:00+00:00,20,-1.5653324,-8.832363,1,0
2012-01-01 19:25:00+00:00,40,9.55,190.17,282.96,282.96,0.271,283.18,-1.6451607,-0.0006103702,0.2921,1325445900000000000,2012-01-01 19:25:00+00:00,40,-1.6862365,-9.399953,1,0
2012-01-01 19:25:00+00:00,60,9.92,190.32,282.78,282.78,0.251,283.18,-1.6451607,-0.0006103702,0.2921,1325445900000000000,2012-01-01 19:25:00+00:00,60,-1.7771268,-9.75952,1,0
2012-01-01 19:25:00+00:00,80,10.2,190.47,282.6,282.6,0.238,283.18,-1.6451607,-0.0006103702,0.2921,1325445900000000000,2012-01-01 19:25:00+00:00,80,-1.8535511,-10.030171,1,0
