time,height,wind_speed,wind_direction,temperature,virtual_temperature,tke,sst,surface_heat_flux,invMOL,ustar,time_,time,height,u,v,is_neutral,neutral_duration
2020-12-04 21:45:00+00:00,10,10.84,219.45,287.0,287.0,0.654,287.0,-1.4222236,-0.0009155553,0.4019,1607118300000000000,2020-12-04 21:45:00+00:00,10,-6.8877845,-8.370426,1,1500
2020-12-04 21:45:00+00:00,20,11.47,219.56,286.91,286.91,0.649,287.0,-1.4222236,-0.0009155553,0.4019,1607118300000000000,2020-12-04 21:45:00+00:00,20,-7.3050804,-8.84289,1,1500
2020-12-04 21:45:00+00:00,40,12.12,219.68,286.72,286.72,0.612,287.0,-1.4222236,-0.0009155553,0.4019,1607118300000000000,2020-12-04 21:45:00+00:00,40,-7.738608,-9.3278265,1,1500
2020-12-04 21:45:00+00:00,60,12.5,219.8,286.53,286.53,0.584,287.0,-1.4222236,-0.0009155553,0.4019,1607118300000000000,2020-12-04 21:45:00+00:00,60,-8.00137,-9.603545,1,1500
2020-12-04 21:45:00+00:00,80,12.81,219.92,286.34,286.34,0.56,287.0,-1.4222236,-0.0009155553,0.4019,1607118300000000000,2020-12-04 21:45:00+00:00,80,-8.2204,-9.824517,1,1500
2020-12-04 21:45:00+00:00,100,13.05,220.05,286.15,286.15,0.54,287.0,-1.4222236,-0.0009155553,0.4019,1607118300000000000,2020-12-04 21:45:00+00:00,100,-8.3970995,-9.989555,1,1500
2020-12-04 21:45:00+00:00,120,13.28,220.18,285.96,285.96,0.521,287.0,-1.4222236,-0.0009155553,0.4019,1607118300000000000,2020-12-04 21:45:00+00:00,120,-8.568134,-10.146205,1,1500
2020-12-04 21:45:00+00:00,140,13.51,220.35,285.78,285.78,0.5,287.0,-1.4222236,-0.0009155553,0.4019,1607118300000000000,2020-12-04 21:45:00+00:00,140,-8.747119,-10.2960205,1,1500
2020-12-04 21:45:00+00:00,160,13.7,220.52,285.59,285.59,0.484,287.0,-1.4222236,-0.0009155553,0.4019,1607118300000000000,2020-12-04 21:45:00+00:00,160,-8.901075,-10.414454,1,1500
2020-12-04 21:45:00+00:00,180,13.89,220.71,285.4,285.4,0.468,287.0,-1.4222236,-0.0009155553,0.4019,1607118300000000000,2020-12-04 21:45:00+00:00,180,-9.059486,-10.528904,1,1500
2020-12-04 21:45:00+00:00,200,14.08,220.93,285.22,285.22,0.453,287.0,-1.4222236,-0.0009155553,0.4019,1607118300000000000,2020-12-04 21:45:00+00:00,200,-9.22432,-10.637589,1,1500
2020-12-04 21:45:00+00:00,220,14.21,221.11,285.04,285.04,0.443,287.0,-1.4222236,-0.0009155553,0.4019,1607118300000000000,2020-12-04 21:45:00+00:00,220,-9.34317,-10.706506,1,1500
2020-12-04 21:45:00+00:00,240,14.33,221.28,284.85,284.85,0.435,287.0,-1.4222236,-0.0009155553,0.4019,1607118300000000000,2020-12-04 21:45:00+00:00,240,-9.454065,-10.768916,1,1500
2020-12-04 21:45:00+00:00,260,14.51,221.61,284.68,284.68,0.426,287.0,-1.4222236,-0.0009155553,0.4019,1607118300000000000,2020-12-04 21:45:00+00:00,260,-9.635462,-10.84887,1,1500
2020-12-04 21:45:00+00:00,280,14.69,221.97,284.5,284.5,0.416,287.0,-1.4222236,-0.0009155553,0.4019,1607118300000000000,2020-12-04 21:45:00+00:00,280,-9.823811,-10.921943,1,1500
2020-12-04 21:45:00+00:00,300,14.89,222.41,284.33,284.33,0.404,287.0,-1.4222236,-0.0009155553,0.4019,1607118300000000000,2020-12-04 21:45:00+00:00,300,-10.042282,-10.993848,1,1500
2020-12-04 21:45:00+00:00,400,15.93,225.67,283.66998,283.66998,0.296,287.0,-1.4222236,-0.0009155553,0.4019,1607118300000000000,2020-12-04 21:45:00+00:00,400,-11.395158,-11.131724,1,1500
2020-12-04 21:45:00+00:00,500,16.38,227.81,283.08,283.08,0.277,287.0,-1.4222236,-0.0009155553,0.4019,1607118300000000000,2020-12-04 21:45:00+00:00,500,-12.136296,-11.000667,1,1500
2020-12-04 21:50:00+00:00,10,10.85,218.78,287.02,287.02,0.656,287.0,-1.7438886,-0.0009155553,0.4021,1607118600000000000,2020-12-04 21:50:00+00:00,10,-6.7956996,-8.45819,1,0
2020-12-04 21:50:00+00:00,20,11.48,218.9,286.93,286.93,0.652,287.0,-1.7438886,-0.0009155553,0.4021,1607118600000000000,2020-12-04 21:50:00+00:00,20,-7.2090144,-8.934232,1,0
2020-12-04 21:50:00+00:00,40,12.13,219.03,286.74,286.74,0.616,287.0,-1.7438886,-0.0009155553,0.4021,1607118600000000000,2020-12-04 21:50:00+00:00,40,-7.638591,-9.422783,1,0
2020-12-04 21:50:00+00:00,60,12.52,219.16,286.56,286.56,0.59,287.0,-1.7438886,-0.0009155553,0.4021,1607118600000000000,2020-12-04 21:50:00+00:00,60,-7.906233,-9.707827,1,0
2020-12-04 21:50:00+00:00,80,12.83,219.29,286.37,286.37,0.568,287.0,-1.7438886,-0.0009155553,0.4021,1607118600000000000,2020-12-04 21:50:00+00:00,80,-8.124541,-9.9297905,1,0
2020-12-04 21:50:00+00:00,100,13.08,219.43,286.18,286.18,0.548,287.0,-1.7438886,-0.0009155553,0.4021,1607118600000000000,2020-12-04 21:50:00+00:00,100,-8.307564,-10.103008,1,0
2020-12-04 21:50:00+00:00,120,13.33,219.58,285.99,285.99,0.528,287.0,-1.7438886,-0.0009155553,0.4021,1607118600000000000,2020-12-04 21:50:00+00:00,120,-8.493275,-10.273909,1,0
2020-12-04 21:50:00+00:00,140,13.56,219.76,285.8,285.8,0.509,287.0,-1.7438886,-0.0009155553,0.4021,1607118600000000000,2020-12-04 21:50:00+00:00,140,-8.672611,-10.423983,1,0
2020-12-04 21:50:00+00:00,160,13.75,219.93,285.62,285.62,0.494,287.0,-1.7438886,-0.0009155553,0.4021,1607118600000000000,2020-12-04 21:50:00+00:00,160,-8.825452,-10.543903,1,0
2020-12-04 21:50:00+00:00,180,13.95,220.14,285.44,285.44,0.479,287.0,-1.7438886,-0.0009155553,0.4021,1607118600000000000,2020-12-04 21:50:00+00:00,180,-8.992972,-10.664378,1,0
2020-12-04 21:50:00+00:00,200,14.16,220.39,285.25,285.25,0.462,287.0,-1.7438886,-0.0009155553,0.4021,1607118600000000000,2020-12-04 21:50:00+00:00,200,-9.175495,-10.784984,1,0
2020-12-04 21:50:00+00:00,220,14.31,220.58,285.07,285.07,0.452,287.0,-1.7438886,-0.0009155553,0.4021,1607118600000000000,2020-12-04 21:50:00+00:00,220,-9.308786,-10.8684225,1,0
2020-12-04 21:50:00+00:00,240,14.43,220.76,284.88998,284.88998,0.445,287.0,-1.7438886,-0.0009155553,0.4021,1607118600000000000,2020-12-04 21:50:00+00:00,240,-9.421229,-10.93002,1,0
2020-12-04 21:50:00+00:00,260,14.61,221.11,284.71,284.71,0.437,287.0,-1.7438886,-0.0009155553,0.4021,1607118600000000000,2020-12-04 21:50:00+00:00,260,-9.606173,-11.007885,1,0
2020-12-04 21:50:00+00:00,280,14.81,221.5,284.54,284.54,0.428,287.0,-1.7438886,-0.0009155553,0.4021,1607118600000000000,2020-12-04 21:50:00+00:00,280,-9.813403,-11.092034,1,0
2020-12-04 21:50:00+00:00,300,15.02,221.99,284.38,284.38,0.418,287.0,-1.7438886,-0.0009155553,0.4021,1607118600000000000,2020-12-04 21:50:00+00:00,300,-10.048393,-11.16379,1,0
2020-12-04 21:50:00+00:00,400,16.14,225.56,283.69,283.69,0.307,287.0,-1.7438886,-0.0009155553,0.4021,1607118600000000000,2020-12-04 21:50:00+00:00,400,-11.5237,-11.300616,1,0
2020-12-04 21:50:00+00:00,500,16.6,227.84,283.13,283.13,0.283,287.0,-1.7438886,-0.0009155553,0.4021,1607118600000000000,2020-12-04 21:50:00+00:00,500,-12.305136,-11.141976,1,0
2020-12-04 21:55:00+00:00,10,10.83,218.09,287.04,287.04,0.651,287.0,-2.105487,-0.0009155553,0.4012,1607118900000000000,2020-12-04 21:55:00+00:00,10,-6.6810093,-8.523673,1,0
2020-12-04 21:55:00+00:00,20,11.46,218.21,286.94998,286.94998,0.646,287.0,-2.105487,-0.0009155553,0.4012,1607118900000000000,2020-12-04 21:55:00+00:00,20,-7.0885334,-9.004682,1,0
2020-12-04 21:55:00+00:00,40,12.11,218.34,286.77,286.77,0.61,287.0,-2.105487,-0.0009155553,0.4012,1607118900000000000,2020-12-04 21:55:00+00:00,40,-7.5121546,-9.498402,1,0
2020-12-04 21:55:00+00:00,60,12.5,218.48,286.58,286.58,0.584,287.0,-2.105487,-0.0009155553,0.4012,1607118900000000000,2020-12-04 21:55:00+00:00,60,-7.7780166,-9.785318,1,0
2020-12-04 21:55:00+00:00,80,12.8,218.61,286.38998,286.38998,0.563,287.0,-2.105487,-0.0009155553,0.4012,1607118900000000000,2020-12-04 21:55:00+00:00,80,-7.987404,-10.0020685,1,0
2020-12-04 21:55:00+00:00,100,13.07,218.77,286.21,286.21,0.544,287.0,-2.105487,-0.0009155553,0.4012,1607118900000000000,2020-12-04 21:55:00+00:00,100,-8.184378,-10.190233,1,0
2020-12-04 21:55:00+00:00,120,13.34,218.95,286.02,286.02,0.525,287.0,-2.105487,-0.0009155553,0.4012,1607118900000000000,2020-12-04 21:55:00+00:00,120,-8.386083,-10.374451,1,0
2020-12-04 21:55:00+00:00,140,13.57,219.14,285.83,285.83,0.508,287.0,-2.105487,-0.0009155553,0.4012,1607118900000000000,2020-12-04 21:55:00+00:00,140,-8.565619,-10.524973,1,0
2020-12-04 21:55:00+00:00,160,13.76,219.33,285.65,285.65,0.497,287.0,-2.105487,-0.0009155553,0.4012,1607118900000000000,2020-12-04 21:55:00+00:00,160,-8.720894,-10.643477,1,0
2020-12-04 21:55:00+00:00,180,13.97,219.56,285.47,285.47,0.485,287.0,-2.105487,-0.0009155553,0.4012,1607118900000000000,2020-12-04 21:55:00+00:00,180,-8.897295,-10.770286,1,0
2020-12-04 21:55:00+00:00,200,14.2,219.85,285.29,285.29,0.472,287.0,-2.105487,-0.0009155553,0.4012,1607118900000000000,2020-12-04 21:55:00+00:00,200,-9.099075,-10.901689,1,0
2020-12-04 21:55:00+00:00,220,14.36,220.08,285.11,285.11,0.464,287.0,-2.105487,-0.0009155553,0.4012,1607118900000000000,2020-12-04 21:55:00+00:00,220,-9.245781,-10.987498,1,0
2020-12-04 21:55:00+00:00,240,14.49,220.28,284.93,284.93,0.458,287.0,-2.105487,-0.0009155553,0.4012,1607118900000000000,2020-12-04 21:55:00+00:00,240,-9.368124,-11.054337,1,0
