time,height,wind_speed,wind_direction,temperature,virtual_temperature,tke,sst,surface_heat_flux,invMOL,ustar,time,height,u,v,is_stable,stable_duration
2020-02-04 01:45:00+00:00,10,5.07,159.19,281.85,281.85,0.081,280.57,-7.5587006,0.022583697,0.1525,2020-02-04 01:45:00+00:00,10,1.8012192,-4.739252,0,0
2020-02-04 01:45:00+00:00,20,7.28,162.53,282.19,282.19,0.098,280.57,-7.5587006,0.022583697,0.1525,2020-02-04 01:45:00+00:00,20,2.1855035,-6.944205,0,0
2020-02-04 01:45:00+00:00,40,8.01,163.7,282.44,282.44,0.062,280.57,-7.5587006,0.022583697,0.1525,2020-02-04 01:45:00+00:00,40,2.2481415,-7.6880403,0,0
2020-02-04 01:45:00+00:00,60,8.97,166.66,282.75,282.75,0.054,280.57,-7.5587006,0.022583697,0.1525,2020-02-04 01:45:00+00:00,60,2.0696394,-8.727972,0,0
2020-02-04 01:45:00+00:00,80,9.76,169.96,283.12,283.12,0.047,280.57,-7.5587006,0.022583697,0.1525,2020-02-04 01:45:00+00:00,80,1.7015145,-9.6105385,0,0
2020-02-04 01:45:00+00:00,100,10.32,173.77,283.44998,283.44998,0.048,280.57,-7.5587006,0.022583697,0.1525,2020-02-04 01:45:00+00:00,100,1.1199254,-10.259052,0,0
2020-02-04 01:45:00+00:00,120,10.83,178.14,283.69998,283.69998,0.051,280.57,-7.5587006,0.022583697,0.1525,2020-02-04 01:45:00+00:00,120,0.35151497,-10.824293,0,0
2020-02-04 01:45:00+00:00,140,11.22,182.22,283.88,283.88,0.052,280.57,-7.5587006,0.022583697,0.1525,2020-02-04 01:45:00+00:00,140,-0.43462366,-11.211579,0,0
2020-02-04 01:45:00+00:00,160,11.53,185.91,283.99,283.99,0.05,280.57,-7.5587006,0.022583697,0.1525,2020-02-04 01:45:00+00:00,160,-1.1872004,-11.468717,0,0
2020-02-04 01:45:00+00:00,180,11.8,189.29,284.09,284.09,0.047,280.57,-7.5587006,0.022583697,0.1525,2020-02-04 01:45:00+00:00,180,-1.9048909,-11.64523,0,0
2020-02-04 01:45:00+00:00,200,12.06,192.46,284.18,284.18,0.043,280.57,-7.5587006,0.022583697,0.1525,2020-02-04 01:45:00+00:00,200,-2.6020424,-11.7759495,0,0
2020-02-04 01:45:00+00:00,220,12.16,195.88,284.32,284.32,0.039,280.57,-7.5587006,0.022583697,0.1525,2020-02-04 01:45:00+00:00,220,-3.3272624,-11.695936,0,0
2020-02-04 01:45:00+00:00,240,12.28,199.3,284.47,284.47,0.034,280.57,-7.5587006,0.022583697,0.1525,2020-02-04 01:45:00+00:00,240,-4.0587173,-11.589875,0,0
2020-02-04 01:45:00+00:00,260,12.09,202.87,284.74,284.74,0.029,280.57,-7.5587006,0.022583697,0.1525,2020-02-04 01:45:00+00:00,260,-4.698675,-11.139594,0,0
2020-02-04 01:45:00+00:00,280,11.91,206.57,285.03,285.03,0.025,280.57,-7.5587006,0.022583697,0.1525,2020-02-04 01:45:00+00:00,280,-5.3272343,-10.652167,0,0
2020-02-04 01:45:00+00:00,300,11.62,209.48,285.22998,285.22998,0.021,280.57,-7.5587006,0.022583697,0.1525,2020-02-04 01:45:00+00:00,300,-5.7184286,-10.115531,0,0
2020-02-04 01:45:00+00:00,400,11.0,228.35,286.4,286.4,0.009,280.57,-7.5587006,0.022583697,0.1525,2020-02-04 01:45:00+00:00,400,-8.219402,-7.3103642,0,0
2020-02-04 01:45:00+00:00,500,12.17,237.77,286.56,286.56,0.002,280.57,-7.5587006,0.022583697,0.1525,2020-02-04 01:45:00+00:00,500,-10.294774,-6.490495,0,0
2020-02-04 01:50:00+00:00,10,5.11,158.82,281.87,281.87,0.083,280.57,-7.7181015,0.022583697,0.1537,2020-02-04 01:50:00+00:00,10,1.8462375,-4.76482,0,0
2020-02-04 01:50:00+00:00,20,7.32,162.08,282.21,282.21,0.099,280.57,-7.7181015,0.022583697,0.1537,2020-02-04 01:50:00+00:00,20,2.252281,-6.9648857,0,0
2020-02-04 01:50:00+00:00,40,8.07,163.26,282.47,282.47,0.063,280.57,-7.7181015,0.022583697,0.1537,2020-02-04 01:50:00+00:00,40,2.3243964,-7.728006,0,0
2020-02-04 01:50:00+00:00,60,9.04,166.35,282.79,282.79,0.056,280.57,-7.7181015,0.022583697,0.1537,2020-02-04 01:50:00+00:00,60,2.1333504,-8.784669,0,0
2020-02-04 01:50:00+00:00,80,9.82,169.72,283.13998,283.13998,0.05,280.57,-7.7181015,0.022583697,0.1537,2020-02-04 01:50:00+00:00,80,1.7524656,-9.662363,0,0
2020-02-04 01:50:00+00:00,100,10.36,173.56,283.47998,283.47998,0.053,280.57,-7.7181015,0.022583697,0.1537,2020-02-04 01:50:00+00:00,100,1.1620059,-10.294626,0,0
2020-02-04 01:50:00+00:00,120,10.86,178.06,283.71,283.71,0.058,280.57,-7.7181015,0.022583697,0.1537,2020-02-04 01:50:00+00:00,120,0.36764285,-10.853775,0,0
2020-02-04 01:50:00+00:00,140,11.25,182.24,283.88998,283.88998,0.059,280.57,-7.7181015,0.022583697,0.1537,2020-02-04 01:50:00+00:00,140,-0.4397122,-11.241404,0,0
2020-02-04 01:50:00+00:00,160,11.53,185.98,284.00998,284.00998,0.057,280.57,-7.7181015,0.022583697,0.1537,2020-02-04 01:50:00+00:00,160,-1.2012104,-11.4672575,0,0
2020-02-04 01:50:00+00:00,180,11.78,189.44,284.11,284.11,0.053,280.57,-7.7181015,0.022583697,0.1537,2020-02-04 01:50:00+00:00,180,-1.9320921,-11.620474,0,0
2020-02-04 01:50:00+00:00,200,12.01,192.7,284.22,284.22,0.049,280.57,-7.7181015,0.022583697,0.1537,2020-02-04 01:50:00+00:00,200,-2.640351,-11.71617,0,0
2020-02-04 01:50:00+00:00,220,12.09,196.24,284.38,284.38,0.044,280.57,-7.7181015,0.022583697,0.1537,2020-02-04 01:50:00+00:00,220,-3.3811088,-11.607593,0,0
2020-02-04 01:50:00+00:00,240,12.19,199.82,284.56,284.56,0.039,280.57,-7.7181015,0.022583697,0.1537,2020-02-04 01:50:00+00:00,240,-4.133221,-11.467894,0,0
2020-02-04 01:50:00+00:00,260,11.98,203.45,284.84,284.84,0.033,280.57,-7.7181015,0.022583697,0.1537,2020-02-04 01:50:00+00:00,260,-4.767424,-10.990543,0,0
2020-02-04 01:50:00+00:00,280,11.8,207.2,285.13,285.13,0.028,280.57,-7.7181015,0.022583697,0.1537,2020-02-04 01:50:00+00:00,280,-5.3937535,-10.495114,0,0
2020-02-04 01:50:00+00:00,300,11.56,210.14,285.35,285.35,0.024,280.57,-7.7181015,0.022583697,0.1537,2020-02-04 01:50:00+00:00,300,-5.8044457,-9.997101,0,0
