time,height,wind_speed,wind_direction,temperature,virtual_temperature,tke,sst,surface_heat_flux,invMOL,ustar,time,height,u,v,is_stable,stable_duration
2020-02-04 09:50:00+00:00,10,4.84,239.51,281.65,281.65,0.078,280.52,-6.130497,0.020447401,0.1458,2020-02-04 09:50:00+00:00,10,-4.1707134,-2.455759,0,0
2020-02-04 09:50:00+00:00,20,7.43,245.83,282.05,282.05,0.104,280.52,-6.130497,0.020447401,0.1458,2020-02-04 09:50:00+00:00,20,-6.7786465,-3.042178,0,0
2020-02-04 09:50:00+00:00,40,8.18,247.55,282.54,282.54,0.069,280.52,-6.130497,0.020447401,0.1458,2020-02-04 09:50:00+00:00,40,-7.560063,-3.123756,0,0
2020-02-04 09:50:00+00:00,60,9.43,251.72,283.1,283.1,0.058,280.52,-6.130497,0.020447401,0.1458,2020-02-04 09:50:00+00:00,60,-8.954116,-2.957822,0,0
2020-02-04 09:50:00+00:00,80,10.36,254.98,283.65,283.65,0.044,280.52,-6.130497,0.020447401,0.1458,2020-02-04 09:50:00+00:00,80,-10.006055,-2.6848576,0,0
2020-02-04 09:50:00+00:00,100,11.2,258.24,284.21,284.21,0.032,280.52,-6.130497,0.020447401,0.1458,2020-02-04 09:50:00+00:00,100,-10.964911,-2.2827015,0,0
2020-02-04 09:50:00+00:00,120,11.81,260.88,284.74,284.74,0.02,280.52,-6.130497,0.020447401,0.1458,2020-02-04 09:50:00+00:00,120,-11.660706,-1.8719164,0,0
2020-02-04 09:50:00+00:00,140,12.3,263.13,285.22,285.22,0.013,280.52,-6.130497,0.020447401,0.1458,2020-02-04 09:50:00+00:00,140,-12.211688,-1.4712882,0,0
2020-02-04 09:50:00+00:00,160,12.72,264.94,285.6,285.6,0.009,280.52,-6.130497,0.020447401,0.1458,2020-02-04 09:50:00+00:00,160,-12.670429,-1.1218889,0,0
2020-02-04 09:50:00+00:00,180,13.14,266.57,285.91998,285.91998,0.006,280.52,-6.130497,0.020447401,0.1458,2020-02-04 09:50:00+00:00,180,-13.116462,-0.7861499,0,0
