time,height,wind_speed,wind_direction,temperature,virtual_temperature,tke,sst,surface_heat_flux,invMOL,ustar,time,height,u,v,is_stable,stable_duration
2020-02-13 12:20:00+00:00,10,10.88,216.26,282.41,282.41,0.571,280.07,-33.74462,0.006408887,0.3916,2020-02-13 12:20:00+00:00,10,-6.4349785,-8.772996,0,0
2020-02-13 12:20:00+00:00,20,14.97,217.13,282.83,282.83,0.716,280.07,-33.74462,0.006408887,0.3916,2020-02-13 12:20:00+00:00,20,-9.036275,-11.935101,0,0
2020-02-13 12:20:00+00:00,40,16.14,217.52,282.96,282.96,0.542,280.07,-33.74462,0.006408887,0.3916,2020-02-13 12:20:00+00:00,40,-9.829877,-12.801292,0,0
2020-02-13 12:20:00+00:00,60,17.12,218.34,283.16,283.16,0.466,280.07,-33.74462,0.006408887,0.3916,2020-02-13 12:20:00+00:00,60,-10.619991,-13.427964,0,0
2020-02-13 12:20:00+00:00,80,18.43,219.74,283.52,283.52,0.4,280.07,-33.74462,0.006408887,0.3916,2020-02-13 12:20:00+00:00,80,-11.782387,-14.171812,0,0
2020-02-13 12:20:00+00:00,100,19.61,221.49,283.99,283.99,0.344,280.07,-33.74462,0.006408887,0.3916,2020-02-13 12:20:00+00:00,100,-12.991417,-14.68929,0,0
2020-02-13 12:20:00+00:00,120,20.83,223.55,284.59,284.59,0.28,280.07,-33.74462,0.006408887,0.3916,2020-02-13 12:20:00+00:00,120,-14.351605,-15.09703,0,0
2020-02-13 12:20:00+00:00,140,21.83,225.47,285.28,285.28,0.209,280.07,-33.74462,0.006408887,0.3916,2020-02-13 12:20:00+00:00,140,-15.5622425,-15.309001,0,0
2020-02-13 12:20:00+00:00,160,22.64,227.43,286.0,286.0,0.158,280.07,-33.74462,0.006408887,0.3916,2020-02-13 12:20:00+00:00,160,-16.673254,-15.315748,0,0
2020-02-13 12:20:00+00:00,180,23.32,229.18,286.63,286.63,0.116,280.07,-33.74462,0.006408887,0.3916,2020-02-13 12:20:00+00:00,180,-17.647802,-15.243934,0,0
2020-02-13 12:20:00+00:00,200,23.88,230.77,287.16998,287.16998,0.083,280.07,-33.74462,0.006408887,0.3916,2020-02-13 12:20:00+00:00,200,-18.497765,-15.1025505,0,0
2020-02-13 12:20:00+00:00,220,24.31,232.1,287.57,287.57,0.061,280.07,-33.74462,0.006408887,0.3916,2020-02-13 12:20:00+00:00,220,-19.18263,-14.933276,0,0
2020-02-13 12:20:00+00:00,240,24.71,233.35,287.94,287.94,0.042,280.07,-33.74462,0.006408887,0.3916,2020-02-13 12:20:00+00:00,240,-19.824753,-14.750023,0,0
2020-02-13 12:20:00+00:00,260,25.02,234.4,288.22998,288.22998,0.03,280.07,-33.74462,0.006408887,0.3916,2020-02-13 12:20:00+00:00,260,-20.343779,-14.564722,0,0
2020-02-13 12:20:00+00:00,280,25.32,235.39,288.50998,288.50998,0.02,280.07,-33.74462,0.006408887,0.3916,2020-02-13 12:20:00+00:00,280,-20.839298,-14.381447,0,0
2020-02-13 12:20:00+00:00,300,25.55,236.26,288.72998,288.72998,0.014,280.07,-33.74462,0.006408887,0.3916,2020-02-13 12:20:00+00:00,300,-21.246521,-14.191115,0,0
2020-02-13 12:20:00+00:00,400,26.15,239.85,289.47998,289.47998,0.002,280.07,-33.74462,0.006408887,0.3916,2020-02-13 12:20:00+00:00,400,-22.612259,-13.134238,0,0
