time,height,wind_speed,wind_direction,temperature,virtual_temperature,tke,sst,surface_heat_flux,invMOL,ustar,time,height,u,v,is_stable,stable_duration
2020-02-13 09:20:00+00:00,10,7.38,192.54,282.91998,282.91998,0.209,280.08,-23.338238,0.022278512,0.2326,2020-02-13 09:20:00+00:00,10,-1.6023524,-7.203948,0,0
2020-02-13 09:20:00+00:00,20,10.99,196.48,283.72,283.72,0.282,280.08,-23.338238,0.022278512,0.2326,2020-02-13 09:20:00+00:00,20,-3.1176493,-10.538518,0,0
2020-02-13 09:20:00+00:00,40,12.22,198.29,284.21,284.21,0.243,280.08,-23.338238,0.022278512,0.2326,2020-02-13 09:20:00+00:00,40,-3.8349617,-11.60265,0,0
2020-02-13 09:20:00+00:00,60,13.74,202.17,284.65,284.65,0.259,280.08,-23.338238,0.022278512,0.2326,2020-02-13 09:20:00+00:00,60,-5.1848693,-12.724179,0,0
2020-02-13 09:20:00+00:00,80,14.69,204.88,284.94,284.94,0.273,280.08,-23.338238,0.022278512,0.2326,2020-02-13 09:20:00+00:00,80,-6.1803665,-13.326633,0,0
2020-02-13 09:20:00+00:00,100,15.56,207.34,285.16998,285.16998,0.284,280.08,-23.338238,0.022278512,0.2326,2020-02-13 09:20:00+00:00,100,-7.1462374,-13.821899,0,0
2020-02-13 09:20:00+00:00,120,16.18,209.19,285.35,285.35,0.298,280.08,-23.338238,0.022278512,0.2326,2020-02-13 09:20:00+00:00,120,-7.8911057,-14.125257,0,0
2020-02-13 09:20:00+00:00,140,16.88,211.25,285.54,285.54,0.328,280.08,-23.338238,0.022278512,0.2326,2020-02-13 09:20:00+00:00,140,-8.75689,-14.430914,0,0
2020-02-13 09:20:00+00:00,160,17.55,213.34,285.72998,285.72998,0.351,280.08,-23.338238,0.022278512,0.2326,2020-02-13 09:20:00+00:00,160,-9.645585,-14.661691,0,0
2020-02-13 09:20:00+00:00,180,18.27,215.51,285.93,285.93,0.371,280.08,-23.338238,0.022278512,0.2326,2020-02-13 09:20:00+00:00,180,-10.612038,-14.87204,0,0
2020-02-13 09:20:00+00:00,200,19.05,217.72,286.13,286.13,0.386,280.08,-23.338238,0.022278512,0.2326,2020-02-13 09:20:00+00:00,200,-11.654849,-15.068742,0,0
2020-02-13 09:20:00+00:00,220,19.77,219.76,286.3,286.3,0.378,280.08,-23.338238,0.022278512,0.2326,2020-02-13 09:20:00+00:00,220,-12.644361,-15.197797,0,0
2020-02-13 09:20:00+00:00,240,20.5,221.64,286.44998,286.44998,0.362,280.08,-23.338238,0.022278512,0.2326,2020-02-13 09:20:00+00:00,240,-13.621184,-15.320356,0,0
2020-02-13 09:20:00+00:00,260,21.05,223.0,286.57,286.57,0.344,280.08,-23.338238,0.022278512,0.2326,2020-02-13 09:20:00+00:00,260,-14.356063,-15.394996,0,0
2020-02-13 09:20:00+00:00,280,21.56,224.19,286.68,286.68,0.326,280.08,-23.338238,0.022278512,0.2326,2020-02-13 09:20:00+00:00,280,-15.028182,-15.459215,0,0
2020-02-13 09:20:00+00:00,300,22.14,225.46,286.81,286.81,0.303,280.08,-23.338238,0.022278512,0.2326,2020-02-13 09:20:00+00:00,300,-15.780529,-15.529148,0,0
2020-02-13 09:20:00+00:00,400,24.6,229.65,287.53,287.53,0.157,280.08,-23.338238,0.022278512,0.2326,2020-02-13 09:20:00+00:00,400,-18.74775,-15.927394,0,0
2020-02-13 09:20:00+00:00,500,25.67,231.07,287.28,287.28,0.083,280.08,-23.338238,0.022278512,0.2326,2020-02-13 09:20:00+00:00,500,-19.969059,-16.13027,0,0
2020-02-13 09:25:00+00:00,10,7.73,197.04,283.00998,283.00998,0.235,280.08,-25.690987,0.020447401,0.2469,2020-02-13 09:25:00+00:00,10,-2.2651918,-7.3906565,0,0
2020-02-13 09:25:00+00:00,20,11.4,200.41,283.77,283.77,0.312,280.08,-25.690987,0.020447401,0.2469,2020-02-13 09:25:00+00:00,20,-3.9755867,-10.68432,0,0
2020-02-13 09:25:00+00:00,40,12.6,201.93,284.27,284.27,0.26,280.08,-25.690987,0.020447401,0.2469,2020-02-13 09:25:00+00:00,40,-4.7057652,-11.688275,0,0
2020-02-13 09:25:00+00:00,60,14.16,205.51,284.69998,284.69998,0.263,280.08,-25.690987,0.020447401,0.2469,2020-02-13 09:25:00+00:00,60,-6.0982666,-12.779544,0,0
2020-02-13 09:25:00+00:00,80,15.14,208.11,285.0,285.0,0.272,280.08,-25.690987,0.020447401,0.2469,2020-02-13 09:25:00+00:00,80,-7.133452,-13.354156,0,0
2020-02-13 09:25:00+00:00,100,16.06,210.63,285.25998,285.25998,0.284,280.08,-25.690987,0.020447401,0.2469,2020-02-13 09:25:00+00:00,100,-8.182442,-13.819234,0,0
2020-02-13 09:25:00+00:00,120,16.79,212.73,285.49,285.49,0.298,280.08,-25.690987,0.020447401,0.2469,2020-02-13 09:25:00+00:00,120,-9.078032,-14.124216,0,0
2020-02-13 09:25:00+00:00,140,17.65,215.16,285.72,285.72,0.325,280.08,-25.690987,0.020447401,0.2469,2020-02-13 09:25:00+00:00,140,-10.163959,-14.429707,0,0
2020-02-13 09:25:00+00:00,160,18.33,217.06,285.91,285.91,0.343,280.08,-25.690987,0.020447401,0.2469,2020-02-13 09:25:00+00:00,160,-11.046592,-14.62743,0,0
2020-02-13 09:25:00+00:00,180,19.02,218.92,286.08,286.08,0.356,280.08,-25.690987,0.020447401,0.2469,2020-02-13 09:25:00+00:00,180,-11.949021,-14.798016,0,0
2020-02-13 09:25:00+00:00,200,19.73,220.73,286.22998,286.22998,0.365,280.08,-25.690987,0.020447401,0.2469,2020-02-13 09:25:00+00:00,200,-12.873729,-14.951253,0,0
2020-02-13 09:25:00+00:00,220,20.39,222.33,286.34,286.34,0.357,280.08,-25.690987,0.020447401,0.2469,2020-02-13 09:25:00+00:00,220,-13.73062,-15.07389,0,0
2020-02-13 09:25:00+00:00,240,21.04,223.8,286.44,286.44,0.343,280.08,-25.690987,0.020447401,0.2469,2020-02-13 09:25:00+00:00,240,-14.562693,-15.185836,0,0
2020-02-13 09:25:00+00:00,260,21.62,225.06,286.52,286.52,0.322,280.08,-25.690987,0.020447401,0.2469,2020-02-13 09:25:00+00:00,260,-15.303648,-15.271633,0,0
2020-02-13 09:25:00+00:00,280,22.19,226.23,286.6,286.6,0.299,280.08,-25.690987,0.020447401,0.2469,2020-02-13 09:25:00+00:00,280,-16.023897,-15.350272,0,0
2020-02-13 09:25:00+00:00,300,22.76,227.29,286.69998,286.69998,0.271,280.08,-25.690987,0.020447401,0.2469,2020-02-13 09:25:00+00:00,300,-16.72396,-15.437835,0,0
2020-02-13 09:25:00+00:00,400,25.06,230.62,287.31,287.31,0.122,280.08,-25.690987,0.020447401,0.2469,2020-02-13 09:25:00+00:00,400,-19.370253,-15.899586,0,0
2020-02-13 09:25:00+00:00,500,26.15,231.98,287.11,287.11,0.067,280.08,-25.690987,0.020447401,0.2469,2020-02-13 09:25:00+00:00,500,-20.600859,-16.106739,0,0
2020-02-13 09:30:00+00:00,10,7.96,200.3,283.07,283.07,0.254,280.08,-27.29139,0.019531846,0.2564,2020-02-13 09:30:00+00:00,10,-2.7616074,-7.465596,0,0
2020-02-13 09:30:00+00:00,20,11.73,203.54,283.84,283.84,0.336,280.08,-27.29139,0.019531846,0.2564,2020-02-13 09:30:00+00:00,20,-4.684834,-10.753847,0,0
2020-02-13 09:30:00+00:00,40,12.93,204.94,284.34,284.34,0.274,280.08,-27.29139,0.019531846,0.2564,2020-02-13 09:30:00+00:00,40,-5.4521804,-11.724276,0,0
2020-02-13 09:30:00+00:00,60,14.52,208.31,284.79,284.79,0.271,280.08,-27.29139,0.019531846,0.2564,2020-02-13 09:30:00+00:00,60,-6.88599,-12.783331,0,0
2020-02-13 09:30:00+00:00,80,15.56,210.88,285.11,285.11,0.278,280.08,-27.29139,0.019531846,0.2564,2020-02-13 09:30:00+00:00,80,-7.986041,-13.354279,0,0
2020-02-13 09:30:00+00:00,100,16.5,213.25,285.38998,285.38998,0.29,280.08,-27.29139,0.019531846,0.2564,2020-02-13 09:30:00+00:00,100,-9.046837,-13.798723,0,0
2020-02-13 09:30:00+00:00,120,17.22,215.21,285.61,285.61,0.309,280.08,-27.29139,0.019531846,0.2564,2020-02-13 09:30:00+00:00,120,-9.928618,-14.069503,0,0
2020-02-13 09:30:00+00:00,140,18.15,217.64,285.82,285.82,0.341,280.08,-27.29139,0.019531846,0.2564,2020-02-13 09:30:00+00:00,140,-11.084171,-14.372322,0,0
2020-02-13 09:30:00+00:00,160,18.97,219.82,285.97998,285.97998,0.329,280.08,-27.29139,0.019531846,0.2564,2020-02-13 09:30:00+00:00,160,-12.147969,-14.570097,0,0
2020-02-13 09:30:00+00:00,180,19.64,221.49,286.13998,286.13998,0.32,280.08,-27.29139,0.019531846,0.2564,2020-02-13 09:30:00+00:00,180,-13.011291,-14.711761,0,0
2020-02-13 09:30:00+00:00,200,20.15,222.72,286.28,286.28,0.313,280.08,-27.29139,0.019531846,0.2564,2020-02-13 09:30:00+00:00,200,-13.670084,-14.803759,0,0
2020-02-13 09:30:00+00:00,220,20.79,224.24,286.41,286.41,0.309,280.08,-27.29139,0.019531846,0.2564,2020-02-13 09:30:00+00:00,220,-14.504464,-14.894449,0,0
2020-02-13 09:30:00+00:00,240,21.48,225.78,286.52,286.52,0.306,280.08,-27.29139,0.019531846,0.2564,2020-02-13 09:30:00+00:00,240,-15.3940115,-14.98048,0,0
2020-02-13 09:30:00+00:00,260,22.07,227.01,286.61,286.61,0.285,280.08,-27.29139,0.019531846,0.2564,2020-02-13 09:30:00+00:00,260,-16.143602,-15.048887,0,0
