1.795099999999999909e+02 1.876100000000000136e+02 1.904399999999999977e+02 1.963300000000000125e+02 2.008799999999999955e+02 2.056299999999999955e+02 2.101899999999999977e+02 2.145999999999999943e+02 2.186299999999999955e+02 2.223799999999999955e+02 2.259000000000000057e+02 2.292299999999999898e+02 2.323799999999999955e+02 2.350000000000000000e+02 2.374000000000000057e+02 2.393300000000000125e+02 2.452299999999999898e+02 2.490099999999999909e+02
1.805999999999999943e+02 1.887299999999999898e+02 1.915500000000000114e+02 1.973899999999999864e+02 2.018499999999999943e+02 2.066200000000000045e+02 2.111699999999999875e+02 2.155900000000000034e+02 2.196699999999999875e+02 2.234199999999999875e+02 2.269099999999999966e+02 2.302199999999999989e+02 2.333499999999999943e+02 2.359199999999999875e+02 2.382700000000000102e+02 2.401200000000000045e+02 2.457599999999999909e+02 2.496200000000000045e+02
1.816399999999999864e+02 1.899099999999999966e+02 1.927100000000000080e+02 1.985399999999999920e+02 2.029000000000000057e+02 2.077500000000000000e+02 2.123300000000000125e+02 2.167700000000000102e+02 2.207199999999999989e+02 2.244000000000000057e+02 2.278899999999999864e+02 2.311500000000000057e+02 2.342400000000000091e+02 2.367500000000000000e+02 2.390300000000000011e+02 2.408199999999999932e+02 2.462700000000000102e+02 2.502899999999999920e+02
1.825999999999999943e+02 1.911599999999999966e+02 1.939900000000000091e+02 1.999000000000000057e+02 2.041800000000000068e+02 2.090800000000000125e+02 2.136599999999999966e+02 2.180699999999999932e+02 2.218499999999999943e+02 2.254499999999999886e+02 2.289199999999999875e+02 2.321399999999999864e+02 2.351500000000000057e+02 2.375600000000000023e+02 2.397400000000000091e+02 2.414499999999999886e+02 2.467599999999999909e+02 2.509600000000000080e+02
1.835500000000000114e+02 1.924600000000000080e+02 1.953300000000000125e+02 2.012500000000000000e+02 2.055699999999999932e+02 2.104399999999999977e+02 2.149900000000000091e+02 2.193000000000000114e+02 2.229900000000000091e+02 2.265300000000000011e+02 2.299799999999999898e+02 2.331399999999999864e+02 2.360699999999999932e+02 2.383899999999999864e+02 2.404900000000000091e+02 2.421200000000000045e+02 2.472899999999999920e+02 2.516800000000000068e+02
1.845600000000000023e+02 1.937599999999999909e+02 1.966500000000000057e+02 2.025399999999999920e+02 2.069300000000000068e+02 2.118300000000000125e+02 2.162899999999999920e+02 2.203600000000000136e+02 2.240200000000000102e+02 2.275300000000000011e+02 2.309499999999999886e+02 2.340399999999999920e+02 2.369099999999999966e+02 2.391599999999999966e+02 2.411800000000000068e+02 2.427599999999999909e+02 2.478899999999999864e+02 2.524600000000000080e+02
1.856200000000000045e+02 1.950399999999999920e+02 1.979699999999999989e+02 2.038499999999999943e+02 2.083799999999999955e+02 2.133700000000000045e+02 2.177299999999999898e+02 2.214699999999999989e+02 2.251399999999999864e+02 2.286299999999999955e+02 2.319699999999999989e+02 2.349900000000000091e+02 2.377899999999999920e+02 2.399699999999999989e+02 2.419099999999999966e+02 2.434399999999999977e+02 2.485600000000000023e+02 2.532899999999999920e+02
1.865900000000000034e+02 1.963300000000000125e+02 1.992800000000000011e+02 2.051699999999999875e+02 2.098000000000000114e+02 2.147500000000000000e+02 2.190200000000000102e+02 2.226299999999999955e+02 2.262700000000000102e+02 2.297100000000000080e+02 2.329699999999999989e+02 2.359199999999999875e+02 2.386399999999999864e+02 2.407299999999999898e+02 2.426100000000000136e+02 2.440800000000000125e+02 2.492800000000000011e+02 2.541599999999999966e+02
1.881299999999999955e+02 1.980200000000000102e+02 2.009499999999999886e+02 2.067400000000000091e+02 2.112700000000000102e+02 2.159900000000000091e+02 2.201200000000000045e+02 2.237199999999999989e+02 2.273499999999999943e+02 2.307700000000000102e+02 2.340000000000000000e+02 2.368700000000000045e+02 2.395099999999999909e+02 2.415300000000000011e+02 2.433300000000000125e+02 2.447599999999999909e+02 2.500500000000000114e+02 2.550300000000000011e+02
1.901200000000000045e+02 2.000200000000000102e+02 2.028499999999999943e+02 2.084300000000000068e+02 2.127400000000000091e+02 2.172299999999999898e+02 2.212199999999999989e+02 2.247100000000000080e+02 2.283499999999999943e+02 2.317599999999999909e+02 2.349799999999999898e+02 2.377800000000000011e+02 2.403600000000000136e+02 2.423100000000000023e+02 2.440399999999999920e+02 2.454399999999999977e+02 2.508600000000000136e+02 2.558899999999999864e+02
